is_tested,gender,age,wage,region,date,type
Yes,Female,31-50,IDR 3-5 million,East Jakarta,2020-04-06,pcr
Yes,Male,50+,more than IDR 25 million,West Jakarta,2020-04-06,pcr
Yes,Female,31-50,more than IDR 25 million,East Jakarta,2020-04-06,pcr
No,Male,31-50,IDR 3-5 million,North Jakarta,2020-04-06,pcr
No,Male,18-34,IDR 3-5 million,North Jakarta,2020-04-06,pcr
No,Male,31-50,IDR 10-25 million,East Jakarta,2020-04-06,pcr
No,Male,18-34,less than IDR 3 million,East Jakarta,2020-04-06,pcr
Yes,Male,50+,IDR 5-10 million,East Jakarta,2020-04-06,pcr
Yes,Male,18-34,more than IDR 25 million,East Jakarta,2020-04-06,pcr
No,Female,18-34,less than IDR 3 million,North Jakarta,2020-04-06,pcr
Yes,Male,18-34,IDR 5-10 million,West Jakarta,2020-05-05,pcr
Yes,Female,31-50,IDR 10-25 million,Central Jakarta,2020-05-05,pcr
Yes,Male,50+,more than IDR 25 million,South Jakarta,2020-05-05,pcr
No,Female,50+,IDR 3-5 million,Central Jakarta,2020-05-05,pcr
No,Male,18-34,IDR 10-25 million,West Jakarta,2020-05-05,pcr
No,Female,31-50,IDR 10-25 million,South Jakarta,2020-05-05,pcr
Yes,Male,50+,IDR 3-5 million,Central Jakarta,2020-05-05,pcr
No,Male,50+,IDR 3-5 million,East Jakarta,2020-05-05,pcr
No,Female,18-34,IDR 5-10 million,Central Jakarta,2020-05-05,pcr
No,Female,18-34,IDR 3-5 million,South Jakarta,2020-05-05,pcr
No,Male,50+,less than IDR 3 million,Central Jakarta,2020-05-05,pcr
No,Male,50+,IDR 3-5 million,Central Jakarta,2020-05-05,pcr
Yes,Male,18-34,more than IDR 25 million,Central Jakarta,2020-05-05,pcr
No,Male,50+,IDR 10-25 million,West Jakarta,2020-05-05,pcr
Yes,Male,18-34,less than IDR 3 million,West Jakarta,2020-05-05,pcr
No,Male,31-50,less than IDR 3 million,South Jakarta,2020-05-05,pcr
No,Male,31-50,more than IDR 25 million,East Jakarta,2020-05-05,pcr
Yes,Male,31-50,IDR 3-5 million,East Jakarta,2020-05-05,pcr
No,Female,31-50,less than IDR 3 million,South Jakarta,2020-05-05,pcr
Yes,Male,50+,IDR 3-5 million,East Jakarta,2020-05-05,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-05-05,pcr
No,Female,18-34,IDR 10-25 million,Central Jakarta,2020-05-05,pcr
No,Female,31-50,IDR 10-25 million,Central Jakarta,2020-05-05,pcr
Yes,Female,18-34,more than IDR 25 million,North Jakarta,2020-05-05,pcr
No,Male,31-50,IDR 3-5 million,North Jakarta,2020-05-05,pcr
No,Female,18-34,less than IDR 3 million,West Jakarta,2020-05-05,pcr
No,Female,18-34,IDR 5-10 million,South Jakarta,2020-05-05,pcr
No,Female,31-50,less than IDR 3 million,North Jakarta,2020-05-05,pcr
Yes,Female,50+,IDR 5-10 million,East Jakarta,2020-05-05,pcr
Yes,Female,18-34,less than IDR 3 million,Central Jakarta,2020-05-05,pcr
No,Female,18-34,IDR 5-10 million,North Jakarta,2020-05-05,pcr
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2020-05-05,pcr
No,Male,18-34,IDR 10-25 million,Central Jakarta,2020-05-05,pcr
No,Male,18-34,IDR 3-5 million,North Jakarta,2020-05-05,pcr
Yes,Male,50+,less than IDR 3 million,South Jakarta,2020-05-05,pcr
Yes,Female,18-34,IDR 5-10 million,East Jakarta,2020-05-05,pcr
Yes,Female,50+,more than IDR 25 million,East Jakarta,2020-05-05,pcr
Yes,Male,31-50,less than IDR 3 million,North Jakarta,2020-05-05,pcr
Yes,Male,18-34,IDR 3-5 million,West Jakarta,2020-05-05,pcr
No,Male,31-50,IDR 3-5 million,North Jakarta,2020-05-06,pcr
Yes,Female,31-50,more than IDR 25 million,East Jakarta,2020-05-06,pcr
Yes,Female,31-50,IDR 3-5 million,East Jakarta,2020-05-06,pcr
Yes,Female,50+,more than IDR 25 million,West Jakarta,2020-05-06,pcr
No,Male,50+,IDR 3-5 million,East Jakarta,2020-05-06,pcr
Yes,Male,31-50,IDR 3-5 million,West Jakarta,2020-05-06,pcr
Yes,Female,50+,less than IDR 3 million,Central Jakarta,2020-05-06,pcr
No,Female,50+,IDR 5-10 million,South Jakarta,2020-05-06,pcr
No,Male,18-34,IDR 3-5 million,East Jakarta,2020-05-06,pcr
No,Female,18-34,IDR 3-5 million,South Jakarta,2020-05-06,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-05-06,pcr
Yes,Female,50+,IDR 5-10 million,South Jakarta,2020-05-06,pcr
Yes,Female,18-34,less than IDR 3 million,North Jakarta,2020-05-06,pcr
No,Female,18-34,more than IDR 25 million,West Jakarta,2020-05-06,pcr
No,Male,18-34,IDR 5-10 million,South Jakarta,2020-05-06,pcr
Yes,Male,50+,more than IDR 25 million,West Jakarta,2020-05-06,pcr
No,Female,18-34,IDR 3-5 million,North Jakarta,2020-05-06,pcr
No,Male,31-50,less than IDR 3 million,East Jakarta,2020-05-13,pcr
No,Male,18-34,IDR 10-25 million,South Jakarta,2020-05-13,pcr
Yes,Male,18-34,less than IDR 3 million,South Jakarta,2020-05-13,pcr
No,Female,31-50,IDR 3-5 million,West Jakarta,2020-05-13,pcr
No,Male,18-34,less than IDR 3 million,North Jakarta,2020-05-13,pcr
No,Male,18-34,more than IDR 25 million,Central Jakarta,2020-05-13,pcr
No,Male,18-34,IDR 5-10 million,South Jakarta,2020-05-13,pcr
Yes,Female,18-34,IDR 3-5 million,Central Jakarta,2020-05-13,pcr
Yes,Female,18-34,IDR 5-10 million,East Jakarta,2020-05-13,pcr
Yes,Male,18-34,less than IDR 3 million,West Jakarta,2020-05-13,pcr
No,Female,18-34,IDR 5-10 million,West Jakarta,2020-05-13,pcr
No,Male,18-34,IDR 5-10 million,South Jakarta,2020-05-14,pcr
No,Female,31-50,IDR 5-10 million,South Jakarta,2020-05-14,pcr
No,Female,50+,less than IDR 3 million,East Jakarta,2020-05-14,pcr
No,Male,50+,IDR 10-25 million,East Jakarta,2020-05-14,pcr
No,Female,50+,IDR 3-5 million,East Jakarta,2020-05-14,pcr
No,Male,31-50,IDR 10-25 million,West Jakarta,2020-05-14,pcr
No,Male,50+,more than IDR 25 million,South Jakarta,2020-05-14,pcr
Yes,Female,50+,more than IDR 25 million,West Jakarta,2020-05-14,pcr
Yes,Male,31-50,less than IDR 3 million,North Jakarta,2020-05-14,pcr
Yes,Male,31-50,more than IDR 25 million,East Jakarta,2020-05-14,pcr
Yes,Female,50+,IDR 10-25 million,South Jakarta,2020-05-14,pcr
Yes,Female,18-34,less than IDR 3 million,Central Jakarta,2020-05-14,pcr
No,Female,31-50,IDR 3-5 million,South Jakarta,2020-05-14,pcr
Yes,Female,31-50,IDR 3-5 million,West Jakarta,2020-05-14,pcr
No,Male,31-50,IDR 3-5 million,South Jakarta,2020-05-14,pcr
Yes,Female,18-34,IDR 3-5 million,Central Jakarta,2020-05-14,pcr
Yes,Male,50+,IDR 5-10 million,South Jakarta,2020-05-14,pcr
Yes,Male,31-50,IDR 3-5 million,West Jakarta,2020-05-14,pcr
Yes,Female,18-34,less than IDR 3 million,West Jakarta,2020-05-14,pcr
No,Female,18-34,IDR 3-5 million,South Jakarta,2020-05-15,pcr
No,Male,50+,IDR 3-5 million,South Jakarta,2020-05-15,pcr
Yes,Female,18-34,IDR 5-10 million,West Jakarta,2020-05-15,pcr
Yes,Male,31-50,less than IDR 3 million,Central Jakarta,2020-05-15,pcr
No,Male,50+,IDR 5-10 million,North Jakarta,2020-05-15,pcr
No,Female,50+,IDR 10-25 million,North Jakarta,2020-05-15,pcr
Yes,Male,18-34,more than IDR 25 million,East Jakarta,2020-05-15,pcr
Yes,Male,31-50,IDR 5-10 million,East Jakarta,2020-05-15,pcr
No,Female,18-34,less than IDR 3 million,West Jakarta,2020-05-15,pcr
Yes,Female,18-34,more than IDR 25 million,West Jakarta,2020-05-15,pcr
Yes,Female,50+,less than IDR 3 million,East Jakarta,2020-05-15,pcr
No,Female,50+,IDR 5-10 million,West Jakarta,2020-05-15,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-05-15,pcr
Yes,Male,18-34,more than IDR 25 million,South Jakarta,2020-05-15,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-05-15,pcr
Yes,Female,18-34,IDR 5-10 million,South Jakarta,2020-05-15,pcr
No,Female,18-34,IDR 5-10 million,South Jakarta,2020-05-15,pcr
Yes,Male,31-50,more than IDR 25 million,Central Jakarta,2020-05-15,pcr
Yes,Male,50+,less than IDR 3 million,Central Jakarta,2020-05-15,pcr
No,Female,50+,less than IDR 3 million,North Jakarta,2020-05-15,pcr
No,Female,50+,IDR 10-25 million,West Jakarta,2020-05-15,pcr
Yes,Male,18-34,IDR 5-10 million,South Jakarta,2020-05-15,pcr
Yes,Male,50+,IDR 3-5 million,East Jakarta,2020-05-15,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-05-16,pcr
No,Female,31-50,more than IDR 25 million,North Jakarta,2020-05-16,pcr
No,Male,50+,less than IDR 3 million,South Jakarta,2020-05-16,pcr
Yes,Male,31-50,IDR 10-25 million,West Jakarta,2020-05-16,pcr
No,Male,31-50,less than IDR 3 million,East Jakarta,2020-05-16,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-05-16,pcr
Yes,Male,50+,IDR 3-5 million,South Jakarta,2020-05-16,pcr
No,Female,18-34,IDR 5-10 million,West Jakarta,2020-05-16,pcr
No,Male,50+,IDR 10-25 million,West Jakarta,2020-05-16,pcr
Yes,Male,50+,IDR 3-5 million,Central Jakarta,2020-05-16,pcr
Yes,Female,50+,IDR 3-5 million,Central Jakarta,2020-05-16,pcr
Yes,Male,18-34,IDR 3-5 million,North Jakarta,2020-05-16,pcr
No,Male,50+,more than IDR 25 million,North Jakarta,2020-05-16,pcr
Yes,Male,18-34,IDR 5-10 million,West Jakarta,2020-05-16,pcr
No,Male,18-34,IDR 3-5 million,West Jakarta,2020-05-16,pcr
No,Female,18-34,less than IDR 3 million,North Jakarta,2020-05-16,pcr
No,Female,50+,IDR 10-25 million,East Jakarta,2020-05-16,pcr
Yes,Male,50+,less than IDR 3 million,Central Jakarta,2020-05-16,pcr
No,Male,50+,IDR 5-10 million,Central Jakarta,2020-05-16,pcr
Yes,Male,50+,less than IDR 3 million,North Jakarta,2020-05-16,pcr
No,Female,31-50,IDR 10-25 million,West Jakarta,2020-05-16,pcr
Yes,Male,31-50,more than IDR 25 million,South Jakarta,2020-05-16,pcr
No,Female,31-50,IDR 10-25 million,North Jakarta,2020-05-17,pcr
No,Female,50+,IDR 3-5 million,East Jakarta,2020-05-17,pcr
Yes,Male,18-34,IDR 10-25 million,West Jakarta,2020-05-17,pcr
Yes,Female,31-50,IDR 10-25 million,East Jakarta,2020-05-17,pcr
No,Female,50+,more than IDR 25 million,North Jakarta,2020-05-17,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-05-17,pcr
Yes,Male,18-34,IDR 3-5 million,East Jakarta,2020-05-17,pcr
Yes,Female,31-50,IDR 5-10 million,East Jakarta,2020-05-17,pcr
No,Female,18-34,IDR 5-10 million,Central Jakarta,2020-05-17,pcr
Yes,Female,31-50,less than IDR 3 million,West Jakarta,2020-05-17,pcr
No,Male,18-34,more than IDR 25 million,Central Jakarta,2020-05-17,pcr
Yes,Male,18-34,more than IDR 25 million,South Jakarta,2020-05-17,pcr
No,Female,50+,IDR 10-25 million,Central Jakarta,2020-05-17,pcr
No,Male,50+,IDR 3-5 million,Central Jakarta,2020-05-17,pcr
No,Female,18-34,less than IDR 3 million,East Jakarta,2020-05-17,pcr
No,Female,50+,IDR 3-5 million,West Jakarta,2020-05-17,pcr
No,Male,50+,IDR 5-10 million,Central Jakarta,2020-05-17,pcr
No,Female,50+,less than IDR 3 million,Central Jakarta,2020-05-17,pcr
No,Male,18-34,IDR 10-25 million,West Jakarta,2020-05-17,pcr
Yes,Female,50+,more than IDR 25 million,South Jakarta,2020-05-17,pcr
No,Female,31-50,IDR 10-25 million,South Jakarta,2020-05-18,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-05-18,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-05-18,pcr
No,Male,31-50,less than IDR 3 million,Central Jakarta,2020-05-18,pcr
No,Female,31-50,IDR 10-25 million,West Jakarta,2020-05-18,pcr
Yes,Female,18-34,less than IDR 3 million,North Jakarta,2020-05-18,pcr
No,Female,50+,less than IDR 3 million,West Jakarta,2020-05-18,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-05-18,pcr
Yes,Female,31-50,IDR 3-5 million,North Jakarta,2020-05-18,pcr
No,Male,31-50,less than IDR 3 million,West Jakarta,2020-05-18,pcr
No,Male,18-34,IDR 3-5 million,South Jakarta,2020-05-18,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-05-18,pcr
Yes,Male,31-50,IDR 3-5 million,North Jakarta,2020-05-18,pcr
No,Male,18-34,IDR 5-10 million,South Jakarta,2020-05-18,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-05-18,pcr
Yes,Female,50+,more than IDR 25 million,North Jakarta,2020-05-18,pcr
No,Female,31-50,IDR 5-10 million,North Jakarta,2020-05-19,pcr
Yes,Female,31-50,less than IDR 3 million,East Jakarta,2020-05-19,pcr
Yes,Female,50+,more than IDR 25 million,North Jakarta,2020-05-19,pcr
No,Female,31-50,IDR 3-5 million,West Jakarta,2020-05-19,pcr
No,Male,18-34,IDR 10-25 million,North Jakarta,2020-05-19,pcr
No,Female,31-50,more than IDR 25 million,West Jakarta,2020-05-19,pcr
Yes,Female,31-50,more than IDR 25 million,North Jakarta,2020-05-19,pcr
Yes,Female,50+,IDR 10-25 million,Central Jakarta,2020-05-19,pcr
Yes,Male,50+,IDR 3-5 million,South Jakarta,2020-05-19,pcr
No,Female,50+,IDR 5-10 million,West Jakarta,2020-05-19,pcr
No,Female,50+,IDR 5-10 million,Central Jakarta,2020-05-19,pcr
Yes,Female,18-34,more than IDR 25 million,West Jakarta,2020-05-19,pcr
Yes,Male,31-50,more than IDR 25 million,Central Jakarta,2020-05-19,pcr
Yes,Female,18-34,IDR 3-5 million,West Jakarta,2020-05-19,pcr
Yes,Female,50+,less than IDR 3 million,Central Jakarta,2020-05-20,pcr
No,Male,18-34,less than IDR 3 million,West Jakarta,2020-05-20,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-05-20,pcr
Yes,Male,50+,more than IDR 25 million,North Jakarta,2020-05-20,pcr
Yes,Female,18-34,IDR 3-5 million,West Jakarta,2020-05-20,pcr
No,Male,50+,IDR 3-5 million,West Jakarta,2020-05-20,pcr
No,Male,18-34,IDR 5-10 million,East Jakarta,2020-05-20,pcr
Yes,Male,50+,IDR 5-10 million,West Jakarta,2020-05-20,pcr
No,Male,50+,IDR 10-25 million,East Jakarta,2020-05-20,pcr
Yes,Female,31-50,IDR 5-10 million,East Jakarta,2020-05-20,pcr
Yes,Male,31-50,IDR 5-10 million,North Jakarta,2020-05-20,pcr
Yes,Male,18-34,IDR 3-5 million,South Jakarta,2020-05-20,pcr
No,Female,18-34,IDR 5-10 million,South Jakarta,2020-05-20,pcr
Yes,Male,18-34,more than IDR 25 million,East Jakarta,2020-05-20,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-05-20,pcr
Yes,Female,31-50,less than IDR 3 million,Central Jakarta,2020-05-20,pcr
Yes,Female,31-50,IDR 10-25 million,West Jakarta,2020-05-20,pcr
Yes,Male,18-34,more than IDR 25 million,North Jakarta,2020-05-20,pcr
Yes,Male,31-50,IDR 3-5 million,Central Jakarta,2020-05-20,pcr
No,Male,50+,IDR 3-5 million,South Jakarta,2020-05-20,pcr
Yes,Male,18-34,IDR 5-10 million,East Jakarta,2020-05-21,pcr
No,Female,31-50,more than IDR 25 million,East Jakarta,2020-05-21,pcr
Yes,Male,31-50,IDR 10-25 million,East Jakarta,2020-05-21,pcr
Yes,Male,31-50,IDR 5-10 million,East Jakarta,2020-05-21,pcr
No,Female,50+,IDR 10-25 million,Central Jakarta,2020-05-21,pcr
Yes,Male,18-34,more than IDR 25 million,South Jakarta,2020-05-21,pcr
No,Male,50+,IDR 10-25 million,South Jakarta,2020-05-21,pcr
No,Female,18-34,IDR 10-25 million,North Jakarta,2020-05-21,pcr
Yes,Female,31-50,IDR 5-10 million,South Jakarta,2020-05-21,pcr
Yes,Female,31-50,more than IDR 25 million,North Jakarta,2020-05-21,pcr
Yes,Male,18-34,more than IDR 25 million,Central Jakarta,2020-05-21,pcr
Yes,Male,50+,less than IDR 3 million,Central Jakarta,2020-05-21,pcr
Yes,Female,31-50,less than IDR 3 million,West Jakarta,2020-05-21,pcr
Yes,Female,18-34,more than IDR 25 million,South Jakarta,2020-05-21,pcr
No,Female,50+,more than IDR 25 million,South Jakarta,2020-05-21,pcr
No,Male,18-34,less than IDR 3 million,East Jakarta,2020-05-21,pcr
No,Male,18-34,IDR 5-10 million,North Jakarta,2020-05-22,pcr
Yes,Male,50+,more than IDR 25 million,East Jakarta,2020-05-22,pcr
Yes,Female,18-34,IDR 10-25 million,West Jakarta,2020-05-22,pcr
No,Female,31-50,IDR 10-25 million,South Jakarta,2020-05-22,pcr
No,Male,31-50,IDR 5-10 million,West Jakarta,2020-05-22,pcr
Yes,Female,18-34,less than IDR 3 million,Central Jakarta,2020-05-22,pcr
No,Male,50+,more than IDR 25 million,West Jakarta,2020-05-22,pcr
No,Female,18-34,more than IDR 25 million,Central Jakarta,2020-05-22,pcr
Yes,Male,50+,IDR 3-5 million,Central Jakarta,2020-05-22,pcr
No,Male,31-50,less than IDR 3 million,East Jakarta,2020-05-22,pcr
Yes,Male,50+,more than IDR 25 million,Central Jakarta,2020-05-22,pcr
Yes,Female,50+,more than IDR 25 million,South Jakarta,2020-05-22,pcr
Yes,Male,50+,less than IDR 3 million,East Jakarta,2020-05-22,pcr
Yes,Male,50+,IDR 5-10 million,Central Jakarta,2020-05-22,pcr
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2020-05-22,pcr
Yes,Male,50+,IDR 10-25 million,East Jakarta,2020-05-22,pcr
No,Female,31-50,IDR 10-25 million,North Jakarta,2020-05-23,pcr
No,Female,31-50,IDR 5-10 million,North Jakarta,2020-05-23,pcr
Yes,Male,31-50,more than IDR 25 million,North Jakarta,2020-05-23,pcr
No,Male,31-50,less than IDR 3 million,South Jakarta,2020-05-23,pcr
No,Male,18-34,less than IDR 3 million,West Jakarta,2020-05-23,pcr
No,Male,18-34,IDR 3-5 million,Central Jakarta,2020-05-23,pcr
Yes,Female,50+,IDR 10-25 million,East Jakarta,2020-05-23,pcr
No,Female,50+,less than IDR 3 million,Central Jakarta,2020-05-23,pcr
Yes,Male,18-34,more than IDR 25 million,East Jakarta,2020-05-23,pcr
Yes,Male,31-50,IDR 3-5 million,West Jakarta,2020-05-23,pcr
No,Male,18-34,less than IDR 3 million,South Jakarta,2020-05-23,pcr
No,Female,18-34,IDR 5-10 million,South Jakarta,2020-05-23,pcr
No,Male,31-50,IDR 5-10 million,East Jakarta,2020-05-23,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-05-23,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-05-23,pcr
Yes,Female,31-50,less than IDR 3 million,North Jakarta,2020-05-23,pcr
Yes,Female,18-34,more than IDR 25 million,North Jakarta,2020-05-23,pcr
No,Male,31-50,more than IDR 25 million,North Jakarta,2020-05-23,pcr
No,Male,50+,IDR 10-25 million,East Jakarta,2020-05-23,pcr
No,Female,31-50,IDR 10-25 million,Central Jakarta,2020-05-23,pcr
No,Male,50+,IDR 5-10 million,East Jakarta,2020-05-23,pcr
Yes,Female,50+,IDR 5-10 million,South Jakarta,2020-05-23,pcr
Yes,Female,50+,less than IDR 3 million,South Jakarta,2020-05-23,pcr
Yes,Female,31-50,IDR 3-5 million,West Jakarta,2020-05-24,pcr
Yes,Female,18-34,IDR 5-10 million,West Jakarta,2020-05-24,pcr
Yes,Female,31-50,IDR 3-5 million,Central Jakarta,2020-05-24,pcr
Yes,Female,31-50,IDR 3-5 million,East Jakarta,2020-05-24,pcr
No,Female,18-34,IDR 3-5 million,South Jakarta,2020-05-24,pcr
Yes,Male,31-50,less than IDR 3 million,North Jakarta,2020-05-24,pcr
Yes,Male,50+,IDR 3-5 million,West Jakarta,2020-05-24,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-05-24,pcr
Yes,Male,31-50,IDR 5-10 million,South Jakarta,2020-05-24,pcr
No,Female,18-34,IDR 5-10 million,South Jakarta,2020-05-24,pcr
Yes,Male,18-34,IDR 10-25 million,East Jakarta,2020-05-24,pcr
No,Female,18-34,IDR 10-25 million,Central Jakarta,2020-05-24,pcr
Yes,Male,50+,more than IDR 25 million,South Jakarta,2020-05-24,pcr
Yes,Female,50+,IDR 10-25 million,South Jakarta,2020-05-24,pcr
Yes,Female,31-50,less than IDR 3 million,Central Jakarta,2020-05-24,pcr
No,Female,18-34,IDR 5-10 million,West Jakarta,2020-05-24,pcr
No,Male,18-34,less than IDR 3 million,North Jakarta,2020-05-24,pcr
No,Female,50+,IDR 10-25 million,South Jakarta,2020-05-24,pcr
No,Male,50+,less than IDR 3 million,East Jakarta,2020-05-24,pcr
No,Male,18-34,IDR 5-10 million,South Jakarta,2020-05-24,pcr
No,Male,31-50,IDR 3-5 million,North Jakarta,2020-05-24,pcr
No,Male,31-50,more than IDR 25 million,West Jakarta,2020-05-25,pcr
Yes,Male,50+,IDR 3-5 million,North Jakarta,2020-05-25,pcr
Yes,Male,31-50,IDR 3-5 million,West Jakarta,2020-05-25,pcr
Yes,Female,31-50,less than IDR 3 million,East Jakarta,2020-05-25,pcr
No,Male,50+,IDR 3-5 million,Central Jakarta,2020-05-25,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-05-25,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-05-25,pcr
Yes,Female,50+,IDR 5-10 million,East Jakarta,2020-05-25,pcr
No,Male,31-50,IDR 10-25 million,South Jakarta,2020-05-25,pcr
No,Female,50+,IDR 3-5 million,East Jakarta,2020-05-25,pcr
Yes,Male,50+,IDR 10-25 million,South Jakarta,2020-05-25,pcr
Yes,Female,31-50,less than IDR 3 million,South Jakarta,2020-05-25,pcr
No,Male,18-34,IDR 10-25 million,South Jakarta,2020-05-25,pcr
No,Female,31-50,less than IDR 3 million,North Jakarta,2020-05-26,pcr
No,Female,50+,more than IDR 25 million,West Jakarta,2020-05-26,pcr
No,Male,31-50,IDR 3-5 million,Central Jakarta,2020-05-26,pcr
No,Female,18-34,IDR 10-25 million,North Jakarta,2020-05-26,pcr
No,Male,31-50,IDR 3-5 million,South Jakarta,2020-05-26,pcr
Yes,Female,50+,less than IDR 3 million,North Jakarta,2020-05-26,pcr
No,Male,50+,less than IDR 3 million,Central Jakarta,2020-05-26,pcr
Yes,Female,18-34,more than IDR 25 million,West Jakarta,2020-05-26,pcr
Yes,Male,50+,less than IDR 3 million,South Jakarta,2020-05-26,pcr
No,Female,18-34,IDR 10-25 million,South Jakarta,2020-05-26,pcr
No,Male,31-50,IDR 3-5 million,North Jakarta,2020-05-26,pcr
Yes,Female,31-50,IDR 5-10 million,Central Jakarta,2020-05-26,pcr
Yes,Male,18-34,IDR 3-5 million,South Jakarta,2020-05-26,pcr
No,Female,50+,IDR 10-25 million,East Jakarta,2020-05-26,pcr
Yes,Male,31-50,IDR 3-5 million,South Jakarta,2020-05-26,pcr
Yes,Male,31-50,IDR 3-5 million,East Jakarta,2020-05-26,pcr
No,Female,50+,IDR 5-10 million,West Jakarta,2020-05-27,pcr
No,Male,31-50,less than IDR 3 million,North Jakarta,2020-05-27,pcr
No,Male,50+,IDR 5-10 million,East Jakarta,2020-05-27,pcr
No,Female,18-34,IDR 10-25 million,West Jakarta,2020-05-27,pcr
Yes,Male,31-50,IDR 3-5 million,West Jakarta,2020-05-27,pcr
Yes,Male,50+,IDR 10-25 million,South Jakarta,2020-05-27,pcr
No,Female,18-34,more than IDR 25 million,Central Jakarta,2020-05-27,pcr
Yes,Female,50+,IDR 10-25 million,East Jakarta,2020-05-27,pcr
Yes,Male,18-34,less than IDR 3 million,East Jakarta,2020-05-27,pcr
No,Male,31-50,IDR 3-5 million,West Jakarta,2020-05-27,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-05-27,pcr
No,Male,50+,more than IDR 25 million,North Jakarta,2020-05-27,pcr
No,Female,31-50,less than IDR 3 million,East Jakarta,2020-05-27,pcr
No,Male,31-50,IDR 3-5 million,Central Jakarta,2020-05-27,pcr
No,Male,50+,IDR 10-25 million,Central Jakarta,2020-05-27,pcr
No,Female,50+,more than IDR 25 million,East Jakarta,2020-05-27,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-05-27,pcr
No,Female,31-50,more than IDR 25 million,North Jakarta,2020-05-27,pcr
No,Female,31-50,IDR 10-25 million,South Jakarta,2020-05-27,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-05-27,pcr
Yes,Male,50+,IDR 5-10 million,East Jakarta,2020-05-27,pcr
Yes,Female,50+,more than IDR 25 million,Central Jakarta,2020-05-27,pcr
Yes,Male,31-50,IDR 5-10 million,East Jakarta,2020-05-27,pcr
No,Female,50+,less than IDR 3 million,West Jakarta,2020-05-27,pcr
No,Female,31-50,more than IDR 25 million,East Jakarta,2020-05-27,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-05-28,pcr
Yes,Male,31-50,IDR 10-25 million,Central Jakarta,2020-05-28,pcr
No,Male,18-34,IDR 5-10 million,East Jakarta,2020-05-28,pcr
Yes,Female,50+,less than IDR 3 million,South Jakarta,2020-05-28,pcr
No,Male,18-34,more than IDR 25 million,East Jakarta,2020-05-28,pcr
Yes,Female,50+,less than IDR 3 million,Central Jakarta,2020-05-28,pcr
Yes,Female,18-34,IDR 5-10 million,South Jakarta,2020-05-28,pcr
Yes,Male,31-50,IDR 5-10 million,East Jakarta,2020-05-28,pcr
No,Male,50+,IDR 10-25 million,East Jakarta,2020-05-28,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-05-28,pcr
No,Female,31-50,IDR 5-10 million,South Jakarta,2020-05-28,pcr
No,Male,31-50,less than IDR 3 million,North Jakarta,2020-05-28,pcr
No,Female,50+,IDR 10-25 million,East Jakarta,2020-05-28,pcr
Yes,Male,31-50,less than IDR 3 million,Central Jakarta,2020-05-28,pcr
Yes,Male,18-34,IDR 3-5 million,Central Jakarta,2020-05-28,pcr
No,Male,31-50,less than IDR 3 million,West Jakarta,2020-05-28,pcr
No,Male,18-34,more than IDR 25 million,West Jakarta,2020-05-28,pcr
Yes,Female,18-34,IDR 10-25 million,East Jakarta,2020-05-28,pcr
No,Male,18-34,IDR 5-10 million,West Jakarta,2020-05-28,pcr
Yes,Female,18-34,less than IDR 3 million,West Jakarta,2020-05-28,pcr
Yes,Male,18-34,IDR 10-25 million,East Jakarta,2020-05-28,pcr
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2020-05-29,pcr
Yes,Male,18-34,IDR 10-25 million,Central Jakarta,2020-05-29,pcr
No,Female,18-34,less than IDR 3 million,Central Jakarta,2020-05-29,pcr
Yes,Male,31-50,IDR 10-25 million,West Jakarta,2020-05-29,pcr
No,Female,18-34,IDR 3-5 million,Central Jakarta,2020-05-29,pcr
No,Male,31-50,more than IDR 25 million,Central Jakarta,2020-05-29,pcr
Yes,Female,31-50,less than IDR 3 million,South Jakarta,2020-05-29,pcr
